page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
6	0	9	7	450.250	503.600	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	8	503.600	652.050	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	9	652.050	737.100	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	10	737.100	829.250	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	10	0	28.350	829.250	410.025	431.225	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	0	28.350	56.700	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	1	56.700	92.150	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	2	92.150	222.400	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	3	222.400	255.150	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	4	255.150	361.500	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	5	361.500	396.900	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	6	396.900	450.250	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	7	450.250	503.600	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	8	503.600	652.050	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	9	652.050	737.100	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	11	10	737.100	829.250	431.225	459.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	12	0	28.350	829.250	459.575	480.775	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	0	28.350	56.700	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	1	56.700	92.150	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	13	2	92.150	222.400	480.775	509.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
