document	page	over_px	over_pct	over_x0	over_x1	under_px	under_pct
arp-sop-300-Exhibit-A-Table-Templates__xlsx	8	0	0.000	-1.0	-1.0	7984	0.593
arp-sop-300-Exhibit-A-Table-Templates__xlsx	9	0	0.000	-1.0	-1.0	16738	1.243
arp-sop-300-Exhibit-A-Table-Templates__xlsx	10	0	0.000	-1.0	-1.0	6122	0.455
arp-sop-300-Exhibit-A-Table-Templates__xlsx	11	0	0.000	-1.0	-1.0	7612	0.565
fm-provider-service-measures__xlsx	1	0	0.000	-1.0	-1.0	267	0.020
fm-provider-service-measures__xlsx	2	0	0.000	-1.0	-1.0	997	0.074
fm-provider-service-measures__xlsx	3	0	0.000	-1.0	-1.0	678	0.050
fm-provider-service-measures__xlsx	4	0	0.000	-1.0	-1.0	1505	0.112
fm-provider-service-measures__xlsx	5	6	0.000	194.4	292.8	220	0.016
fm-provider-service-measures__xlsx	6	0	0.000	-1.0	-1.0	296	0.022
fm-provider-service-measures__xlsx	7	0	0.000	-1.0	-1.0	925	0.069
fm-provider-service-measures__xlsx	8	1	0.000	75.6	75.6	10565	0.785
fm-provider-service-measures__xlsx	9	0	0.000	-1.0	-1.0	12197	0.906
fm-provider-service-measures__xlsx	10	0	0.000	-1.0	-1.0	10616	0.788
fm-provider-service-measures__xlsx	11	0	0.000	-1.0	-1.0	154	0.011
fm-provider-service-measures__xlsx	12	0	0.000	-1.0	-1.0	36521	2.131
fm-provider-service-measures__xlsx	13	0	0.000	-1.0	-1.0	41270	2.408
fm-provider-service-measures__xlsx	14	0	0.000	-1.0	-1.0	44380	2.590
fm-provider-service-measures__xlsx	15	0	0.000	-1.0	-1.0	45265	2.642
fm-provider-service-measures__xlsx	16	0	0.000	-1.0	-1.0	40917	2.388
fm-provider-service-measures__xlsx	17	0	0.000	-1.0	-1.0	44048	2.570
fm-provider-service-measures__xlsx	18	0	0.000	-1.0	-1.0	48915	2.855
fm-provider-service-measures__xlsx	19	0	0.000	-1.0	-1.0	41604	2.428
fm-provider-service-measures__xlsx	20	0	0.000	-1.0	-1.0	42287	2.468
fm-provider-service-measures__xlsx	21	0	0.000	-1.0	-1.0	42651	2.489
fm-provider-service-measures__xlsx	22	0	0.000	-1.0	-1.0	38714	2.259
fm-provider-service-measures__xlsx	23	0	0.000	-1.0	-1.0	40615	2.370
fm-provider-service-measures__xlsx	24	0	0.000	-1.0	-1.0	45096	2.632
fm-provider-service-measures__xlsx	25	0	0.000	-1.0	-1.0	24123	1.408
fm-provider-service-measures__xlsx	26	0	0.000	-1.0	-1.0	945	0.070
fm-provider-service-measures__xlsx	28	0	0.000	-1.0	-1.0	26424	1.542
fm-provider-service-measures__xlsx	29	0	0.000	-1.0	-1.0	32288	1.884
fm-provider-service-measures__xlsx	30	0	0.000	-1.0	-1.0	36220	2.114
fm-provider-service-measures__xlsx	31	0	0.000	-1.0	-1.0	39540	2.307
fm-provider-service-measures__xlsx	32	0	0.000	-1.0	-1.0	36348	2.121
fm-provider-service-measures__xlsx	33	0	0.000	-1.0	-1.0	74839	4.367
fm-provider-service-measures__xlsx	34	0	0.000	-1.0	-1.0	32212	2.392
fm-provider-service-measures__xlsx	35	0	0.000	-1.0	-1.0	32604	2.422
fm-provider-service-measures__xlsx	36	0	0.000	-1.0	-1.0	29963	2.225
fm-provider-service-measures__xlsx	37	0	0.000	-1.0	-1.0	31511	2.340
fm-provider-service-measures__xlsx	38	0	0.000	-1.0	-1.0	17611	1.308
microsoft_learn_multi_chart_examples__xlsx	1	0	0.000	-1.0	-1.0	2311	0.166
microsoft_learn_multi_chart_examples__xlsx	2	126	0.009	445.2	520.2	71	0.005
microsoft_learn_multi_chart_examples__xlsx	3	0	0.000	-1.0	-1.0	7820	0.561
microsoft_learn_multi_chart_examples__xlsx	4	421	0.030	54.0	306.0	190	0.014
microsoft_learn_multi_chart_examples__xlsx	5	0	0.000	-1.0	-1.0	1823	0.131
orbus_togaf_tool_csq__xls	1	0	0.000	-1.0	-1.0	1	0.000
orbus_togaf_tool_csq__xls	2	0	0.000	-1.0	-1.0	9709	0.721
orbus_togaf_tool_csq__xls	3	0	0.000	-1.0	-1.0	252	0.019
orbus_togaf_tool_csq__xls	4	0	0.000	-1.0	-1.0	2436	0.181
orbus_togaf_tool_csq__xls	5	0	0.000	-1.0	-1.0	41251	3.064
orbus_togaf_tool_csq__xls	6	0	0.000	-1.0	-1.0	42419	3.151
orbus_togaf_tool_csq__xls	7	0	0.000	-1.0	-1.0	18464	1.371
orbus_togaf_tool_csq__xls	8	0	0.000	-1.0	-1.0	31800	2.362
orbus_togaf_tool_csq__xls	9	0	0.000	-1.0	-1.0	30022	2.230
orbus_togaf_tool_csq__xls	10	0	0.000	-1.0	-1.0	31988	2.376
orbus_togaf_tool_csq__xls	11	0	0.000	-1.0	-1.0	35973	2.672
orbus_togaf_tool_csq__xls	12	0	0.000	-1.0	-1.0	25759	1.913
orbus_togaf_tool_csq__xls	13	0	0.000	-1.0	-1.0	29582	2.197
orbus_togaf_tool_csq__xls	14	0	0.000	-1.0	-1.0	27335	2.030
orbus_togaf_tool_csq__xls	15	0	0.000	-1.0	-1.0	28773	2.137
orbus_togaf_tool_csq__xls	16	0	0.000	-1.0	-1.0	24644	1.830
orbus_togaf_tool_csq__xls	17	0	0.000	-1.0	-1.0	48383	3.594
orbus_togaf_tool_csq__xls	18	0	0.000	-1.0	-1.0	35773	2.657
orbus_togaf_tool_csq__xls	19	0	0.000	-1.0	-1.0	45031	3.345
orbus_togaf_tool_csq__xls	20	0	0.000	-1.0	-1.0	23849	1.771
orbus_togaf_tool_csq__xls	21	0	0.000	-1.0	-1.0	29427	2.186
orbus_togaf_tool_csq__xls	22	0	0.000	-1.0	-1.0	35778	2.657
orbus_togaf_tool_csq__xls	23	0	0.000	-1.0	-1.0	43789	3.252
orbus_togaf_tool_csq__xls	24	0	0.000	-1.0	-1.0	49782	3.697
orbus_togaf_tool_csq__xls	25	0	0.000	-1.0	-1.0	41173	3.058
orbus_togaf_tool_csq__xls	26	0	0.000	-1.0	-1.0	20827	1.547
orbus_togaf_tool_csq__xls	27	0	0.000	-1.0	-1.0	84245	6.043
orbus_togaf_tool_csq__xls	28	0	0.000	-1.0	-1.0	3232	0.232
orbus_togaf_tool_csq__xls	29	0	0.000	-1.0	-1.0	576	0.043
orbus_togaf_tool_csq__xls	31	0	0.000	-1.0	-1.0	238	0.018
orbus_togaf_tool_csq__xls	32	0	0.000	-1.0	-1.0	874	0.065
orbus_togaf_tool_csq__xls	33	0	0.000	-1.0	-1.0	30	0.002
orbus_togaf_tool_csq__xls	34	0	0.000	-1.0	-1.0	78322	5.618
orbus_togaf_tool_csq__xls	35	0	0.000	-1.0	-1.0	80652	5.785
orbus_togaf_tool_csq__xls	36	0	0.000	-1.0	-1.0	80267	5.757
orbus_togaf_tool_csq__xls	37	0	0.000	-1.0	-1.0	79797	5.724
orbus_togaf_tool_csq__xls	38	0	0.000	-1.0	-1.0	80535	5.777
orbus_togaf_tool_csq__xls	39	0	0.000	-1.0	-1.0	85598	6.140
orbus_togaf_tool_csq__xls	40	0	0.000	-1.0	-1.0	80399	5.767
orbus_togaf_tool_csq__xls	41	0	0.000	-1.0	-1.0	80434	5.769
orbus_togaf_tool_csq__xls	42	0	0.000	-1.0	-1.0	80256	5.757
orbus_togaf_tool_csq__xls	43	0	0.000	-1.0	-1.0	80963	5.807
orbus_togaf_tool_csq__xls	44	0	0.000	-1.0	-1.0	80670	5.786
orbus_togaf_tool_csq__xls	45	0	0.000	-1.0	-1.0	81804	5.868
orbus_togaf_tool_csq__xls	46	0	0.000	-1.0	-1.0	69118	4.958
orbus_togaf_tool_csq__xls	47	0	0.000	-1.0	-1.0	66132	4.743
orbus_togaf_tool_csq__xls	48	0	0.000	-1.0	-1.0	52393	3.758
orbus_togaf_tool_csq__xls	49	0	0.000	-1.0	-1.0	45893	3.292
orbus_togaf_tool_csq__xls	50	0	0.000	-1.0	-1.0	47687	3.420
orbus_togaf_tool_csq__xls	51	0	0.000	-1.0	-1.0	58279	4.180
orbus_togaf_tool_csq__xls	52	0	0.000	-1.0	-1.0	44200	3.170
orbus_togaf_tool_csq__xls	53	0	0.000	-1.0	-1.0	42317	3.035
orbus_togaf_tool_csq__xls	54	0	0.000	-1.0	-1.0	35878	2.573
orbus_togaf_tool_csq__xls	55	0	0.000	-1.0	-1.0	35885	2.574
orbus_togaf_tool_csq__xls	56	0	0.000	-1.0	-1.0	35884	2.574
orbus_togaf_tool_csq__xls	57	0	0.000	-1.0	-1.0	35878	2.573
orbus_togaf_tool_csq__xls	58	0	0.000	-1.0	-1.0	50354	3.612
orbus_togaf_tool_csq__xls	59	0	0.000	-1.0	-1.0	41780	2.997
orbus_togaf_tool_csq__xls	60	0	0.000	-1.0	-1.0	209	0.015
orbus_togaf_tool_csq__xls	61	0	0.000	-1.0	-1.0	205	0.015
orbus_togaf_tool_csq__xls	62	0	0.000	-1.0	-1.0	213	0.015
orbus_togaf_tool_csq__xls	63	0	0.000	-1.0	-1.0	212	0.015
orbus_togaf_tool_csq__xls	64	0	0.000	-1.0	-1.0	207	0.015
orbus_togaf_tool_csq__xls	65	0	0.000	-1.0	-1.0	214	0.015
orbus_togaf_tool_csq__xls	66	0	0.000	-1.0	-1.0	213	0.015
orbus_togaf_tool_csq__xls	67	0	0.000	-1.0	-1.0	207	0.015
orbus_togaf_tool_csq__xls	68	0	0.000	-1.0	-1.0	212	0.015
orbus_togaf_tool_csq__xls	69	0	0.000	-1.0	-1.0	212	0.015
orbus_togaf_tool_csq__xls	70	0	0.000	-1.0	-1.0	203	0.015
orbus_togaf_tool_csq__xls	71	0	0.000	-1.0	-1.0	199	0.014
orbus_togaf_tool_csq__xls	72	0	0.000	-1.0	-1.0	207	0.015
orbus_togaf_tool_csq__xls	73	0	0.000	-1.0	-1.0	206	0.015
orbus_togaf_tool_csq__xls	74	0	0.000	-1.0	-1.0	201	0.014
orbus_togaf_tool_csq__xls	75	0	0.000	-1.0	-1.0	208	0.015
Template Pilot Logbook JAR-FCL V3.0__xls	1	0	0.000	-1.0	-1.0	1361	0.098
Template Pilot Logbook JAR-FCL V3.0__xls	2	0	0.000	-1.0	-1.0	1932	0.139
Template Pilot Logbook JAR-FCL V3.0__xls	3	0	0.000	-1.0	-1.0	1718	0.123
Template Pilot Logbook JAR-FCL V3.0__xls	4	0	0.000	-1.0	-1.0	1080	0.077
Template Pilot Logbook JAR-FCL V3.0__xls	5	0	0.000	-1.0	-1.0	2414	0.173
Template Pilot Logbook JAR-FCL V3.0__xls	6	0	0.000	-1.0	-1.0	791	0.057
Template Pilot Logbook JAR-FCL V3.0__xls	7	0	0.000	-1.0	-1.0	36	0.003
Template Pilot Logbook JAR-FCL V3.0__xls	8	0	0.000	-1.0	-1.0	48	0.003
Template Pilot Logbook JAR-FCL V3.0__xls	9	0	0.000	-1.0	-1.0	4456	0.320
Template Pilot Logbook JAR-FCL V3.0__xls	10	0	0.000	-1.0	-1.0	2411	0.173
Template Pilot Logbook JAR-FCL V3.0__xls	11	0	0.000	-1.0	-1.0	121	0.009
Template Pilot Logbook JAR-FCL V3.0__xls	12	0	0.000	-1.0	-1.0	2	0.000
Template Pilot Logbook JAR-FCL V3.0__xls	13	0	0.000	-1.0	-1.0	378	0.027
Template Pilot Logbook JAR-FCL V3.0__xls	14	0	0.000	-1.0	-1.0	204	0.015
Template Pilot Logbook JAR-FCL V3.0__xls	15	0	0.000	-1.0	-1.0	1	0.000
Template Pilot Logbook JAR-FCL V3.0__xls	16	0	0.000	-1.0	-1.0	11447	0.821
Template Pilot Logbook JAR-FCL V3.0__xls	17	474	0.034	750.6	750.6	10191	0.731
Template Pilot Logbook JAR-FCL V3.0__xls	18	0	0.000	-1.0	-1.0	972	0.070
Template Pilot Logbook JAR-FCL V3.0__xls	19	0	0.000	-1.0	-1.0	1313	0.094
Template Pilot Logbook JAR-FCL V3.0__xls	20	0	0.000	-1.0	-1.0	2111	0.151
Template Pilot Logbook JAR-FCL V3.0__xls	21	0	0.000	-1.0	-1.0	1015	0.073
Template Pilot Logbook JAR-FCL V3.0__xls	22	0	0.000	-1.0	-1.0	975	0.070
Template Pilot Logbook JAR-FCL V3.0__xls	23	0	0.000	-1.0	-1.0	1876	0.135
Template Pilot Logbook JAR-FCL V3.0__xls	24	0	0.000	-1.0	-1.0	538	0.039
Template Pilot Logbook JAR-FCL V3.0__xls	25	0	0.000	-1.0	-1.0	36	0.003
Template Pilot Logbook JAR-FCL V3.0__xls	26	0	0.000	-1.0	-1.0	48	0.003
Template Pilot Logbook JAR-FCL V3.0__xls	27	0	0.000	-1.0	-1.0	1278	0.092
Template Pilot Logbook JAR-FCL V3.0__xls	28	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	29	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	30	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	31	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	32	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	33	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	34	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	35	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	36	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	37	0	0.000	-1.0	-1.0	945	0.068
Template Pilot Logbook JAR-FCL V3.0__xls	38	0	0.000	-1.0	-1.0	544	0.039
CSJU List of Recipients of funds 2013-2020__xlsx	1	0	0.000	-1.0	-1.0	55577	4.128
CSJU List of Recipients of funds 2013-2020__xlsx	2	0	0.000	-1.0	-1.0	36647	2.722
CSJU List of Recipients of funds 2013-2020__xlsx	3	0	0.000	-1.0	-1.0	35374	2.627
CSJU List of Recipients of funds 2013-2020__xlsx	4	0	0.000	-1.0	-1.0	37212	2.764
CSJU List of Recipients of funds 2013-2020__xlsx	5	0	0.000	-1.0	-1.0	37927	2.817
CSJU List of Recipients of funds 2013-2020__xlsx	6	0	0.000	-1.0	-1.0	37779	2.806
CSJU List of Recipients of funds 2013-2020__xlsx	7	0	0.000	-1.0	-1.0	37597	2.792
CSJU List of Recipients of funds 2013-2020__xlsx	8	0	0.000	-1.0	-1.0	35175	2.613
CSJU List of Recipients of funds 2013-2020__xlsx	9	0	0.000	-1.0	-1.0	31690	2.354
CSJU List of Recipients of funds 2013-2020__xlsx	10	0	0.000	-1.0	-1.0	36947	2.744
CSJU List of Recipients of funds 2013-2020__xlsx	11	0	0.000	-1.0	-1.0	41695	3.097
CSJU List of Recipients of funds 2013-2020__xlsx	12	0	0.000	-1.0	-1.0	40932	3.040
CSJU List of Recipients of funds 2013-2020__xlsx	13	0	0.000	-1.0	-1.0	41783	3.103
CSJU List of Recipients of funds 2013-2020__xlsx	14	0	0.000	-1.0	-1.0	43972	3.266
CSJU List of Recipients of funds 2013-2020__xlsx	15	0	0.000	-1.0	-1.0	43914	3.262
CSJU List of Recipients of funds 2013-2020__xlsx	16	0	0.000	-1.0	-1.0	43256	3.213
CSJU List of Recipients of funds 2013-2020__xlsx	17	0	0.000	-1.0	-1.0	80537	5.982
CSJU List of Recipients of funds 2013-2020__xlsx	18	0	0.000	-1.0	-1.0	41257	3.064
CSJU List of Recipients of funds 2013-2020__xlsx	19	0	0.000	-1.0	-1.0	65692	4.879
CSJU List of Recipients of funds 2013-2020__xlsx	20	0	0.000	-1.0	-1.0	40340	2.996
CSJU List of Recipients of funds 2013-2020__xlsx	21	0	0.000	-1.0	-1.0	47078	3.497
CSJU List of Recipients of funds 2013-2020__xlsx	22	0	0.000	-1.0	-1.0	57024	4.235
CSJU List of Recipients of funds 2013-2020__xlsx	23	0	0.000	-1.0	-1.0	56247	4.178
CSJU List of Recipients of funds 2013-2020__xlsx	24	0	0.000	-1.0	-1.0	56551	4.200
CSJU List of Recipients of funds 2013-2020__xlsx	25	0	0.000	-1.0	-1.0	58266	4.328
CSJU List of Recipients of funds 2013-2020__xlsx	26	0	0.000	-1.0	-1.0	57499	4.271
CSJU List of Recipients of funds 2013-2020__xlsx	27	0	0.000	-1.0	-1.0	57617	4.279
CSJU List of Recipients of funds 2013-2020__xlsx	28	0	0.000	-1.0	-1.0	56536	4.199
CSJU List of Recipients of funds 2013-2020__xlsx	29	0	0.000	-1.0	-1.0	55933	4.154
CSJU List of Recipients of funds 2013-2020__xlsx	30	0	0.000	-1.0	-1.0	55037	4.088
CSJU List of Recipients of funds 2013-2020__xlsx	31	0	0.000	-1.0	-1.0	55073	4.090
CSJU List of Recipients of funds 2013-2020__xlsx	32	0	0.000	-1.0	-1.0	157675	11.711
CSJU List of Recipients of funds 2013-2020__xlsx	33	0	0.000	-1.0	-1.0	146867	10.908
CSJU List of Recipients of funds 2013-2020__xlsx	34	0	0.000	-1.0	-1.0	143180	10.634
CSJU List of Recipients of funds 2013-2020__xlsx	35	0	0.000	-1.0	-1.0	152228	11.306
CSJU List of Recipients of funds 2013-2020__xlsx	36	0	0.000	-1.0	-1.0	156411	11.617
CSJU List of Recipients of funds 2013-2020__xlsx	37	0	0.000	-1.0	-1.0	152821	11.350
CSJU List of Recipients of funds 2013-2020__xlsx	38	0	0.000	-1.0	-1.0	139262	10.343
CSJU List of Recipients of funds 2013-2020__xlsx	39	0	0.000	-1.0	-1.0	126425	9.390
CSJU List of Recipients of funds 2013-2020__xlsx	40	0	0.000	-1.0	-1.0	126988	9.432
CSJU List of Recipients of funds 2013-2020__xlsx	41	0	0.000	-1.0	-1.0	106307	7.896
CSJU List of Recipients of funds 2013-2020__xlsx	42	0	0.000	-1.0	-1.0	40615	2.913
CSJU List of Recipients of funds 2013-2020__xlsx	43	0	0.000	-1.0	-1.0	50047	3.590
CSJU List of Recipients of funds 2013-2020__xlsx	44	0	0.000	-1.0	-1.0	50882	3.650
CSJU List of Recipients of funds 2013-2020__xlsx	45	0	0.000	-1.0	-1.0	50219	3.602
CSJU List of Recipients of funds 2013-2020__xlsx	46	0	0.000	-1.0	-1.0	51842	3.718
CSJU List of Recipients of funds 2013-2020__xlsx	47	0	0.000	-1.0	-1.0	51159	3.669
CSJU List of Recipients of funds 2013-2020__xlsx	48	0	0.000	-1.0	-1.0	50595	3.629
CSJU List of Recipients of funds 2013-2020__xlsx	49	0	0.000	-1.0	-1.0	49994	3.586
CSJU List of Recipients of funds 2013-2020__xlsx	50	0	0.000	-1.0	-1.0	50007	3.587
CSJU List of Recipients of funds 2013-2020__xlsx	51	0	0.000	-1.0	-1.0	41423	2.971
CSJU List of Recipients of funds 2013-2020__xlsx	52	1	0.000	426.0	426.0	3828	0.275
CSJU List of Recipients of funds 2013-2020__xlsx	53	0	0.000	-1.0	-1.0	8868	0.636
CSJU List of Recipients of funds 2013-2020__xlsx	54	0	0.000	-1.0	-1.0	6722	0.482
CSJU List of Recipients of funds 2013-2020__xlsx	55	0	0.000	-1.0	-1.0	7451	0.534
CSJU List of Recipients of funds 2013-2020__xlsx	56	0	0.000	-1.0	-1.0	7957	0.571
CSJU List of Recipients of funds 2013-2020__xlsx	57	0	0.000	-1.0	-1.0	7245	0.520
CSJU List of Recipients of funds 2013-2020__xlsx	58	0	0.000	-1.0	-1.0	5133	0.368
CSJU List of Recipients of funds 2013-2020__xlsx	59	0	0.000	-1.0	-1.0	5102	0.366
CSJU List of Recipients of funds 2013-2020__xlsx	60	0	0.000	-1.0	-1.0	387	0.028
CSJU List of Recipients of funds 2013-2020__xlsx	61	7	0.001	55.2	64.8	4638	0.333
CSJU List of Recipients of funds 2013-2020__xlsx	62	0	0.000	-1.0	-1.0	9159	0.657
CSJU List of Recipients of funds 2013-2020__xlsx	63	0	0.000	-1.0	-1.0	7303	0.524
CSJU List of Recipients of funds 2013-2020__xlsx	64	0	0.000	-1.0	-1.0	6197	0.444
CSJU List of Recipients of funds 2013-2020__xlsx	65	0	0.000	-1.0	-1.0	6291	0.451
CSJU List of Recipients of funds 2013-2020__xlsx	66	0	0.000	-1.0	-1.0	7338	0.526
CSJU List of Recipients of funds 2013-2020__xlsx	67	0	0.000	-1.0	-1.0	8534	0.612
CSJU List of Recipients of funds 2013-2020__xlsx	68	0	0.000	-1.0	-1.0	8543	0.613
CSJU List of Recipients of funds 2013-2020__xlsx	69	0	0.000	-1.0	-1.0	3519	0.252
CSJU List of Recipients of funds 2013-2020__xlsx	70	0	0.000	-1.0	-1.0	3433	0.246
CSJU List of Recipients of funds 2013-2020__xlsx	71	0	0.000	-1.0	-1.0	7447	0.534
CSJU List of Recipients of funds 2013-2020__xlsx	72	0	0.000	-1.0	-1.0	10012	0.718
CSJU List of Recipients of funds 2013-2020__xlsx	73	0	0.000	-1.0	-1.0	7796	0.559
CSJU List of Recipients of funds 2013-2020__xlsx	74	0	0.000	-1.0	-1.0	8610	0.618
CSJU List of Recipients of funds 2013-2020__xlsx	75	0	0.000	-1.0	-1.0	6071	0.435
CSJU List of Recipients of funds 2013-2020__xlsx	76	0	0.000	-1.0	-1.0	5471	0.392
CSJU List of Recipients of funds 2013-2020__xlsx	77	0	0.000	-1.0	-1.0	5798	0.416
CSJU List of Recipients of funds 2013-2020__xlsx	78	0	0.000	-1.0	-1.0	12	0.001
CSJU List of Recipients of funds 2013-2020__xlsx	79	0	0.000	-1.0	-1.0	3087	0.221
CSJU List of Recipients of funds 2013-2020__xlsx	80	0	0.000	-1.0	-1.0	7410	0.531
CSJU List of Recipients of funds 2013-2020__xlsx	81	0	0.000	-1.0	-1.0	7645	0.548
CSJU List of Recipients of funds 2013-2020__xlsx	82	0	0.000	-1.0	-1.0	7562	0.542
CSJU List of Recipients of funds 2013-2020__xlsx	83	0	0.000	-1.0	-1.0	7287	0.523
CSJU List of Recipients of funds 2013-2020__xlsx	84	0	0.000	-1.0	-1.0	8227	0.590
CSJU List of Recipients of funds 2013-2020__xlsx	85	0	0.000	-1.0	-1.0	8307	0.596
CSJU List of Recipients of funds 2013-2020__xlsx	86	0	0.000	-1.0	-1.0	8310	0.596
CSJU List of Recipients of funds 2013-2020__xlsx	87	0	0.000	-1.0	-1.0	339	0.024
CSJU List of Recipients of funds 2013-2020__xlsx	88	0	0.000	-1.0	-1.0	2160	0.155
CSJU List of Recipients of funds 2013-2020__xlsx	89	0	0.000	-1.0	-1.0	6298	0.452
CSJU List of Recipients of funds 2013-2020__xlsx	90	0	0.000	-1.0	-1.0	7900	0.567
CSJU List of Recipients of funds 2013-2020__xlsx	91	0	0.000	-1.0	-1.0	6371	0.457
CSJU List of Recipients of funds 2013-2020__xlsx	92	0	0.000	-1.0	-1.0	1788	0.128
CSJU List of Recipients of funds 2013-2020__xlsx	93	0	0.000	-1.0	-1.0	2481	0.178
CSJU List of Recipients of funds 2013-2020__xlsx	94	0	0.000	-1.0	-1.0	5521	0.396
CSJU List of Recipients of funds 2013-2020__xlsx	95	0	0.000	-1.0	-1.0	5445	0.391
CSJU List of Recipients of funds 2013-2020__xlsx	96	0	0.000	-1.0	-1.0	5412	0.388
CSJU List of Recipients of funds 2013-2020__xlsx	97	0	0.000	-1.0	-1.0	877	0.063
